date,open,high,low,close,volume
1707503400,188.64999389648,189.99000549316,188,188.85000610352,45155200
1707417000,189.38999938965,189.53999328613,187.35000610352,188.32000732422,40962000
1707330600,190.63999938965,191.05000305176,188.61000061035,189.41000366211,53439000
1707244200,186.86000061035,189.30999755859,186.77000427246,189.30000305176,43490800
1707157800,188.14999389648,189.25,185.83999633789,187.67999267578,69668800
1706898600,179.86000061035,187.33000183105,179.25,185.85000610352,102518000
1706812200,183.99000549316,186.94999694824,183.82000732422,186.86000061035,64885400
1706725800,187.03999328613,187.10000610352,184.35000610352,184.39999389648,55467800
1706639400,190.94000244141,191.80000305176,187.4700012207,188.03999328613,55859400
1706553000,192.00999450684,192.19999694824,189.58000183105,191.72999572754,47145600
1706293800,194.27000427246,194.75999450684,191.94000244141,192.41999816895,44594000
1706207400,195.2200012207,196.27000427246,193.11000061035,194.16999816895,54822100
1706121000,195.41999816895,196.38000488281,194.33999633789,194.5,53631300
1706034600,195.02000427246,195.75,193.83000183105,195.17999267578,42355600
1705948200,192.30000305176,195.33000183105,192.25999450684,193.88999938965,60133900
1705689000,189.33000183105,191.94999694824,188.82000732422,191.55999755859,68741000
1705602600,186.08999633789,189.13999938965,185.83000183105,188.63000488281,78005800
1705516200,181.27000427246,182.92999267578,180.30000305176,182.67999267578,47317400
1705429800,182.16000366211,184.25999450684,180.92999267578,183.63000488281,65603000
1705084200,186.05999755859,186.74000549316,185.19000244141,185.91999816895,40444700
1704997800,186.53999328613,187.05000305176,183.61999511719,185.58999633789,49128400
1704911400,184.35000610352,186.39999389648,183.91999816895,186.19000244141,46792900
1704825000,183.91999816895,185.14999389648,182.72999572754,185.13999938965,42841800
1704738600,182.08999633789,185.60000610352,181.5,185.55999755859,59144500
1704479400,181.99000549316,182.75999450684,180.16999816895,181.17999267578,62303300
1704393000,182.14999389648,183.08999633789,180.88000488281,181.91000366211,71983600
1704306600,184.2200012207,185.88000488281,183.42999267578,184.25,58414500
1704220200,187.14999389648,188.44000244141,183.88999938965,185.63999938965,82488700
1703874600,193.89999389648,194.39999389648,191.72999572754,192.5299987793,42628800
1703788200,194.13999938965,194.66000366211,193.16999816895,193.58000183105,34049900
1703701800,192.49000549316,193.5,191.08999633789,193.14999389648,48087700
1703615400,193.61000061035,193.88999938965,192.83000183105,193.05000305176,28919300
1703269800,195.17999267578,195.41000366211,192.9700012207,193.60000610352,37122800
1703183400,196.10000610352,197.08000183105,193.5,194.67999267578,46482500
1703097000,196.89999389648,197.67999267578,194.83000183105,194.83000183105,52242800
1703010600,196.16000366211,196.94999694824,195.88999938965,196.94000244141,40714100
1702924200,196.08999633789,196.63000488281,194.38999938965,195.88999938965,55751900
1702665000,197.5299987793,198.39999389648,197,197.57000732422,128256700
1702578600,198.02000427246,199.61999511719,196.16000366211,198.11000061035,66831600
1702492200,195.08999633789,198,194.85000610352,197.96000671387,70404200
1702405800,193.08000183105,194.7200012207,191.7200012207,194.71000671387,52696900
1702319400,193.11000061035,193.49000549316,191.41999816895,193.17999267578,60943700
1702060200,194.19999694824,195.99000549316,193.66999816895,195.71000671387,53377300
1701973800,193.63000488281,195,193.58999633789,194.27000427246,47477700
1701887400,194.44999694824,194.75999450684,192.11000061035,192.32000732422,41089700
1701801000,190.21000671387,194.39999389648,190.17999267578,193.41999816895,66628400
1701714600,189.97999572754,190.05000305176,187.44999694824,189.42999267578,43389500
1701455400,190.33000183105,191.55999755859,189.22999572754,191.24000549316,45679300
1701369000,189.83999633789,190.32000732422,188.19000244141,189.94999694824,48794400
1701282600,190.89999389648,192.08999633789,188.9700012207,189.36999511719,43014200
1701196200,189.7799987793,191.08000183105,189.39999389648,190.39999389648,38415400
1701109800,189.91999816895,190.66999816895,188.89999389648,189.78999328613,40552600
1700850600,190.86999511719,190.89999389648,189.25,189.9700012207,24048300
1700677800,191.49000549316,192.92999267578,190.83000183105,191.30999755859,39617700
1700591400,191.41000366211,191.52000427246,189.74000549316,190.63999938965,38134500
1700505000,189.88999938965,191.91000366211,189.88000488281,191.44999694824,46505100
1700245800,190.25,190.38000488281,188.57000732422,189.69000244141,50922700
1700159400,189.57000732422,190.96000671387,188.64999389648,189.71000671387,54412900
1700073000,187.85000610352,189.5,187.7799987793,188.00999450684,53790500
1699986600,187.69999694824,188.11000061035,186.30000305176,187.44000244141,60108400
1699900200,185.82000732422,186.0299987793,184.21000671387,184.80000305176,43627500
1699641000,183.9700012207,186.57000732422,183.5299987793,186.39999389648,66133400
1699554600,182.96000671387,184.11999511719,181.80999755859,182.41000366211,53763500
1699468200,182.35000610352,183.44999694824,181.58999633789,182.88999938965,49340300
1699381800,179.17999267578,182.44000244141,178.9700012207,181.82000732422,70530000
1699295400,176.38000488281,179.42999267578,176.21000671387,179.22999572754,63841300
1699032600,174.24000549316,176.82000732422,173.35000610352,176.64999389648,79763700
1698946200,175.52000427246,177.7799987793,175.46000671387,177.57000732422,77334800
1698859800,171,174.22999572754,170.11999511719,173.9700012207,56934900
1698773400,169.35000610352,170.89999389648,167.89999389648,170.77000427246,44846000
1698687000,169.02000427246,171.16999816895,168.86999511719,170.28999328613,51131000
1698427800,166.91000366211,168.96000671387,166.83000183105,168.2200012207,58499100
1698341400,170.36999511719,171.38000488281,165.66999816895,166.88999938965,70625300
1698255000,171.88000488281,173.05999755859,170.64999389648,171.10000610352,57157000
1698168600,173.05000305176,173.66999816895,171.44999694824,173.44000244141,43816600
1698082200,170.91000366211,174.00999450684,169.92999267578,173,55980100
1697823000,175.30999755859,175.41999816895,172.63999938965,172.88000488281,64189300
1697736600,176.03999328613,177.83999633789,175.19000244141,175.46000671387,59302900
1697650200,175.58000183105,177.58000183105,175.11000061035,175.83999633789,54764400
1697563800,176.64999389648,178.41999816895,174.80000305176,177.14999389648,57549400
1697477400,176.75,179.08000183105,176.50999450684,178.7200012207,52517000
1697218200,181.41999816895,181.92999267578,178.13999938965,178.85000610352,51427100
1697131800,180.07000732422,182.33999633789,179.03999328613,180.71000671387,56743100
1697045400,178.19999694824,179.85000610352,177.60000610352,179.80000305176,47551100
1696959000,178.10000610352,179.7200012207,177.94999694824,178.38999938965,43698000
1696872600,176.80999755859,179.05000305176,175.80000305176,178.99000549316,42390800
1696613400,173.80000305176,177.99000549316,173.17999267578,177.49000549316,57224100
1696527000,173.78999328613,175.44999694824,172.67999267578,174.91000366211,48527900
1696440600,171.08999633789,174.21000671387,170.9700012207,173.66000366211,53020300
1696354200,172.25999450684,173.63000488281,170.82000732422,172.39999389648,49594600
1696267800,171.2200012207,174.30000305176,170.92999267578,173.75,52164500
1696008600,172.02000427246,173.07000732422,170.33999633789,171.21000671387,51814200
1695922200,169.33999633789,172.0299987793,167.61999511719,170.69000244141,56294400
1695835800,172.61999511719,173.03999328613,169.05000305176,170.42999267578,66921800
1695749400,174.82000732422,175.19999694824,171.66000366211,171.96000671387,64588900
1695663000,174.19999694824,176.9700012207,174.14999389648,176.08000183105,46172700
1695403800,174.66999816895,177.08000183105,174.05000305176,174.78999328613,56725400
1695317400,174.55000305176,176.30000305176,173.86000061035,173.92999267578,63047900
1695231000,179.25999450684,179.69999694824,175.39999389648,175.49000549316,58436200
1695144600,177.52000427246,179.63000488281,177.13000488281,179.07000732422,51826900
1695058200,176.47999572754,179.38000488281,176.16999816895,177.9700012207,67257600
1694799000,176.47999572754,176.5,173.82000732422,175.00999450684,109205100
1694712600,174,176.10000610352,173.58000183105,175.74000549316,60895800
1694626200,176.50999450684,177.30000305176,173.97999572754,174.21000671387,84267900
1694539800,179.49000549316,180.13000488281,174.82000732422,176.30000305176,90370200
1694453400,180.07000732422,180.30000305176,177.33999633789,179.36000061035,58953100
1694194200,178.35000610352,180.24000549316,177.78999328613,178.17999267578,65551300
1694107800,175.17999267578,178.21000671387,173.53999328613,177.55999755859,112488800
1694021400,188.39999389648,188.85000610352,181.4700012207,182.91000366211,81755800
1693935000,188.2799987793,189.97999572754,187.61000061035,189.69999694824,45280000
1693589400,189.49000549316,189.91999816895,188.2799987793,189.46000671387,45732600
1693503000,187.83999633789,189.11999511719,187.47999572754,187.86999511719,60794500
1693416600,184.94000244141,187.85000610352,184.74000549316,187.64999389648,60813900
1693330200,179.69999694824,184.89999389648,179.5,184.11999511719,53003900
1693243800,180.08999633789,180.58999633789,178.55000305176,180.19000244141,43820700
1692984600,177.38000488281,179.14999389648,175.82000732422,178.61000061035,51449600
1692898200,180.66999816895,181.10000610352,176.00999450684,176.38000488281,54945800
1692811800,178.52000427246,181.55000305176,178.33000183105,181.11999511719,52722800
1692725400,177.05999755859,177.67999267578,176.25,177.22999572754,42084200
1692639000,175.07000732422,176.13000488281,173.74000549316,175.83999633789,46311900
1692379800,172.30000305176,175.10000610352,171.96000671387,174.49000549316,61114200
1692293400,177.13999938965,177.50999450684,173.47999572754,174,66062900
1692207000,177.13000488281,178.53999328613,176.5,176.57000732422,46964900
1692120600,178.88000488281,179.47999572754,177.05000305176,177.44999694824,43622600
1692034200,177.9700012207,179.69000244141,177.30999755859,179.46000671387,43675600
1691775000,177.32000732422,178.61999511719,176.55000305176,177.78999328613,51988100
1691688600,179.47999572754,180.75,177.60000610352,177.9700012207,54686900
1691602200,180.86999511719,180.92999267578,177.00999450684,178.19000244141,60378500
1691515800,179.69000244141,180.27000427246,177.58000183105,179.80000305176,67823000
1691429400,182.13000488281,183.13000488281,177.35000610352,178.85000610352,97576100
1691170200,185.52000427246,187.38000488281,181.91999816895,181.99000549316,115799700
1691083800,191.57000732422,192.36999511719,190.69000244141,191.16999816895,61235200
1690997400,195.03999328613,195.17999267578,191.85000610352,192.58000183105,50389300
1690911000,196.24000549316,196.72999572754,195.2799987793,195.61000061035,35175100
1690824600,196.05999755859,196.49000549316,195.25999450684,196.44999694824,38824100
1690565400,194.66999816895,196.63000488281,194.13999938965,195.83000183105,48291400
1690479000,196.02000427246,197.19999694824,192.55000305176,193.2200012207,47460200
1690392600,193.66999816895,195.63999938965,193.32000732422,194.5,47471900
1690306200,193.33000183105,194.44000244141,192.91999816895,193.61999511719,37283200
1690219800,193.41000366211,194.91000366211,192.25,192.75,45377800
1689960600,194.10000610352,194.9700012207,191.22999572754,191.94000244141,71917800
1689874200,195.08999633789,196.4700012207,192.5,193.13000488281,59581200
1689787800,193.10000610352,198.22999572754,192.64999389648,195.10000610352,80507300
1689701400,193.35000610352,194.33000183105,192.41999816895,193.72999572754,48353800
1689615000,191.89999389648,194.32000732422,191.80999755859,193.99000549316,50520200
1689355800,190.22999572754,191.17999267578,189.63000488281,190.69000244141,41573900
1689269400,190.5,191.19000244141,189.7799987793,190.53999328613,41342300
1689183000,189.67999267578,191.69999694824,188.4700012207,189.77000427246,60750200
1689096600,189.16000366211,189.30000305176,186.60000610352,188.08000183105,46638100
1689010200,189.25999450684,189.99000549316,187.03999328613,188.61000061035,59922200
1688751000,191.41000366211,192.66999816895,190.24000549316,190.67999267578,46778000
1688664600,189.83999633789,192.02000427246,189.19999694824,191.80999755859,45094300
1688578200,191.57000732422,192.97999572754,190.61999511719,191.33000183105,46920300
1688405400,193.7799987793,193.88000488281,191.75999450684,192.46000671387,31458200
1688146200,191.63000488281,194.47999572754,191.25999450684,193.9700012207,85069600
1688059800,189.08000183105,190.07000732422,188.94000244141,189.58999633789,46347300
1687973400,187.92999267578,189.89999389648,187.60000610352,189.25,51216800
1687887000,185.88999938965,188.38999938965,185.66999816895,188.05999755859,50730800
1687800600,186.83000183105,188.05000305176,185.22999572754,185.27000427246,48088700
1687541400,185.55000305176,187.55999755859,185.00999450684,186.67999267578,53079300
1687455000,183.74000549316,187.05000305176,183.66999816895,187,51245300
1687368600,184.89999389648,185.41000366211,182.58999633789,183.96000671387,49515700
1687282200,184.41000366211,186.10000610352,184.41000366211,185.00999450684,49799100
1686936600,186.72999572754,186.99000549316,184.27000427246,184.91999816895,101235600
1686850200,183.96000671387,186.52000427246,183.7799987793,186.00999450684,65433200
1686763800,183.36999511719,184.38999938965,182.02000427246,183.94999694824,57462900
1686677400,182.80000305176,184.14999389648,182.44000244141,183.30999755859,54929100
1686591000,181.27000427246,183.88999938965,180.9700012207,183.78999328613,54274900
1686331800,181.5,182.22999572754,180.63000488281,180.96000671387,48870700
1686245400,177.89999389648,180.83999633789,177.46000671387,180.57000732422,50214900
1686159000,178.44000244141,181.21000671387,177.32000732422,177.82000732422,61944600
1686072600,179.9700012207,180.11999511719,177.42999267578,179.21000671387,64848400
1685986200,182.63000488281,184.94999694824,178.03999328613,179.58000183105,121946500
1685727000,181.0299987793,181.7799987793,179.25999450684,180.94999694824,61945900
1685640600,177.69999694824,180.11999511719,176.92999267578,180.08999633789,68901800
1685554200,177.33000183105,179.35000610352,176.75999450684,177.25,99625300
1685467800,176.96000671387,178.99000549316,176.57000732422,177.30000305176,55964400
1685122200,173.32000732422,175.77000427246,173.11000061035,175.42999267578,54835000
1685035800,172.41000366211,173.89999389648,171.69000244141,172.99000549316,56058300
1684949400,171.08999633789,172.41999816895,170.52000427246,171.83999633789,45143500
1684863000,173.13000488281,173.38000488281,171.2799987793,171.55999755859,50747300
1684776600,173.97999572754,174.71000671387,173.44999694824,174.19999694824,43570900
1684517400,176.38999938965,176.38999938965,174.94000244141,175.16000366211,55772400
1684431000,173,175.24000549316,172.58000183105,175.05000305176,65496700
1684344600,171.71000671387,172.92999267578,170.41999816895,172.69000244141,57951600
1684258200,171.99000549316,173.13999938965,171.80000305176,172.07000732422,42110300
1684171800,173.16000366211,173.21000671387,171.4700012207,172.07000732422,37266700
1683912600,173.61999511719,174.05999755859,171,172.57000732422,45497800
1683826200,173.85000610352,174.58999633789,172.16999816895,173.75,49514700
1683739800,173.02000427246,174.0299987793,171.89999389648,173.55999755859,53724500
1683653400,173.05000305176,173.53999328613,171.60000610352,171.77000427246,45326900
1683567000,172.47999572754,173.85000610352,172.11000061035,173.5,55962800
1683307800,170.97999572754,174.30000305176,170.75999450684,173.57000732422,113316400
1683221400,164.88999938965,167.03999328613,164.30999755859,165.78999328613,81235400
1683135000,169.5,170.91999816895,167.16000366211,167.44999694824,65136000
1683048600,170.08999633789,170.35000610352,167.53999328613,168.53999328613,48425700
1682962200,169.2799987793,170.44999694824,168.63999938965,169.58999633789,52472900
1682703000,168.49000549316,169.85000610352,167.88000488281,169.67999267578,55209200
1682616600,165.19000244141,168.55999755859,165.19000244141,168.41000366211,64902300
1682530200,163.05999755859,165.2799987793,162.80000305176,163.75999450684,45498800
1682443800,165.19000244141,166.30999755859,163.72999572754,163.77000427246,48714100
1682357400,165,165.60000610352,163.88999938965,165.33000183105,41949600
1682098200,165.05000305176,166.44999694824,164.49000549316,165.02000427246,58337300
1682011800,166.08999633789,167.86999511719,165.55999755859,166.64999389648,52456400
1681925400,165.80000305176,168.16000366211,165.53999328613,167.63000488281,47720200
1681839000,166.10000610352,167.41000366211,165.64999389648,166.4700012207,49923000
1681752600,165.08999633789,165.38999938965,164.0299987793,165.22999572754,41516200
1681493400,164.58999633789,166.32000732422,163.82000732422,165.21000671387,49386500
1681407000,161.63000488281,165.80000305176,161.41999816895,165.55999755859,68445600
1681320600,161.2200012207,162.05999755859,159.7799987793,160.10000610352,50133100
1681234200,162.35000610352,162.36000061035,160.50999450684,160.80000305176,47644200
1681147800,161.41999816895,162.0299987793,160.08000183105,162.0299987793,47716900
1680802200,162.42999267578,164.96000671387,162,164.66000366211,45390100
1680715800,164.74000549316,165.05000305176,161.80000305176,163.75999450684,51511700
1680629400,166.60000610352,166.83999633789,165.11000061035,165.63000488281,46278300
1680543000,164.27000427246,166.28999328613,164.2200012207,166.16999816895,56976200
1680283800,162.44000244141,165,161.91000366211,164.89999389648,68749800
1680197400,161.5299987793,162.4700012207,161.27000427246,162.36000061035,49501700
1680111000,159.36999511719,161.05000305176,159.35000610352,160.77000427246,51305700
1680024600,157.9700012207,158.49000549316,155.97999572754,157.64999389648,45992200
1679938200,159.94000244141,160.77000427246,157.86999511719,158.2799987793,52390300
1679679000,158.86000061035,160.33999633789,157.85000610352,160.25,59196500
1679592600,158.83000183105,161.55000305176,157.67999267578,158.92999267578,67622100
